SolverIterations,BoxType,StackHeightMultiplier,Gravity,BoxDensity,FramesToSleep,FramesToCollapse,AmountThatSlept,SimulationTime
13,BigFlatBox,1.01,6,0.4,0,380.5,0,0.000345
14,BigFlatBox,1.01,6,0.4,0,570.8,0,0.000342
6,Cube,1.02,6,0.4,0,56.8,0,0.000433
7,Cube,1.02,6,0.4,0,47.6,0,0.000407
8,Cube,1.02,6,0.4,0,50,0,0.000408
9,Cube,1.02,6,0.4,0,57.2,0,0.000342
10,Cube,1.02,6,0.4,0,70.9,0,0.000468
11,Cube,1.02,6,0.4,0,76.4,0,0.000379
12,Cube,1.02,6,0.4,0,73.6,0,0.000395
13,Cube,1.02,6,0.4,0,76.8,0,0.000393
14,Cube,1.02,6,0.4,0,69.4,0,0.000392
6,FlatBox,1.02,6,0.4,0,104.8,0,0.000371
7,FlatBox,1.02,6,0.4,0,115,0,0.000373
8,FlatBox,1.02,6,0.4,0,127.4,0,0.000381
9,FlatBox,1.02,6,0.4,0,107.6,0,0.000362
10,FlatBox,1.02,6,0.4,0,152,0,0.000319
11,FlatBox,1.02,6,0.4,0,125.9,0,0.000376
12,FlatBox,1.02,6,0.4,0,141.6,0,0.000369
13,FlatBox,1.02,6,0.4,0,173.4,0,0.000379
14,FlatBox,1.02,6,0.4,0,194.8,0,0.000359
6,BigFlatBox,1.02,6,0.4,0,359.5,0,0.000335
7,BigFlatBox,1.02,6,0.4,0,345.4,0,0.000343
8,BigFlatBox,1.02,6,0.4,0,387.3,0,0.000335
9,BigFlatBox,1.02,6,0.4,0,408.4,0,0.000339
10,BigFlatBox,1.02,6,0.4,0,492.9,0,0.000318
11,BigFlatBox,1.02,6,0.4,0,517.4,0,0.000273
12,BigFlatBox,1.02,6,0.4,0,567,0,0.000351
13,BigFlatBox,1.02,6,0.4,0,309.6,0,0.000331
14,BigFlatBox,1.02,6,0.4,0,453.6,0,0.000365
6,Cube,1,7,0.4,0,43.4,0,0.000395
7,Cube,1,7,0.4,0,44.6,0,0.000401
8,Cube,1,7,0.4,0,54.4,0,0.000394
9,Cube,1,7,0.4,0,56.2,0,0.000432
10,Cube,1,7,0.4,0,59.8,0,0.000415
11,Cube,1,7,0.4,0,58,0,0.000401
12,Cube,1,7,0.4,0,58.4,0,0.000396
13,Cube,1,7,0.4,0,67.6,0,0.000393
14,Cube,1,7,0.4,0,70.4,0,0.000401
6,FlatBox,1,7,0.4,0,88.3,0,0.000372
7,FlatBox,1,7,0.4,0,92.8,0,0.000354
8,FlatBox,1,7,0.4,0,83.8,0,0.000406
9,FlatBox,1,7,0.4,0,98.2,0,0.000375
10,FlatBox,1,7,0.4,0,109,0,0.000394
11,FlatBox,1,7,0.4,0,109,0,0.00037
12,FlatBox,1,7,0.4,0,120,0,0.000371
13,FlatBox,1,7,0.4,0,124,0,0.000373
14,FlatBox,1,7,0.4,0,121.2,0,0.000375
6,BigFlatBox,1,7,0.4,0,257.4,0,0.000347
7,BigFlatBox,1,7,0.4,0,243.4,0,0.000348
8,BigFlatBox,1,7,0.4,0,286.8,0,0.000364
9,BigFlatBox,1,7,0.4,0,330.2,0,0.000345
10,BigFlatBox,1,7,0.4,0,354.4,0,0.000355
11,BigFlatBox,1,7,0.4,0,323.4,0,0.000349
12,BigFlatBox,1,7,0.4,0,369,0,0.000356
13,BigFlatBox,1,7,0.4,0,373,0,0.000346
14,BigFlatBox,1,7,0.4,0,392,0,0.000345
6,Cube,1.01,7,0.4,0,42.2,0,0.00041
7,Cube,1.01,7,0.4,0,48.2,0,0.000411
8,Cube,1.01,7,0.4,0,60,0,0.000386
9,Cube,1.01,7,0.4,0,62.4,0,0.000397
10,Cube,1.01,7,0.4,0,56.8,0,0.000391
11,Cube,1.01,7,0.4,0,62.8,0,0.000398
12,Cube,1.01,7,0.4,0,64.8,0,0.000388
13,Cube,1.01,7,0.4,0,62.6,0,0.000386
14,Cube,1.01,7,0.4,0,61,0,0.000399
6,FlatBox,1.01,7,0.4,0,76.8,0,0.000406
7,FlatBox,1.01,7,0.4,0,79.6,0,0.00041
8,FlatBox,1.01,7,0.4,0,84.4,0,0.000365
9,FlatBox,1.01,7,0.4,0,99.8,0,0.000375
10,FlatBox,1.01,7,0.4,0,94.4,0,0.000369
11,FlatBox,1.01,7,0.4,0,110.7,0,0.000373
12,FlatBox,1.01,7,0.4,0,116.6,0,0.000383
13,FlatBox,1.01,7,0.4,0,112.8,0,0.000378
14,FlatBox,1.01,7,0.4,0,122,0,0.000399
6,BigFlatBox,1.01,7,0.4,0,254.6,0,0.00034
7,BigFlatBox,1.01,7,0.4,0,300.8,0,0.000358
8,BigFlatBox,1.01,7,0.4,0,281.9,0,0.000342
9,BigFlatBox,1.01,7,0.4,0,310.8,0,0.000347
10,BigFlatBox,1.01,7,0.4,0,356.2,0,0.000343
11,BigFlatBox,1.01,7,0.4,0,264.2,0,0.00035
12,BigFlatBox,1.01,7,0.4,0,319.6,0,0.000349
13,BigFlatBox,1.01,7,0.4,0,403.4,0,0.000353
14,BigFlatBox,1.01,7,0.4,0,408.7,0,0.000345
6,Cube,1.02,7,0.4,0,42.2,0,0.000387
7,Cube,1.02,7,0.4,0,42.2,0,0.000454
8,Cube,1.02,7,0.4,0,45.8,0,0.000529
9,Cube,1.02,7,0.4,0,52,0,0.000388
10,Cube,1.02,7,0.4,0,54,0,0.000463
11,Cube,1.02,7,0.4,0,54.6,0,0.000405
12,Cube,1.02,7,0.4,0,56.4,0,0.000413
13,Cube,1.02,7,0.4,0,75.3,0,0.00041
14,Cube,1.02,7,0.4,0,66.4,0,0.000408
6,FlatBox,1.02,7,0.4,0,75.9,0,0.000393
7,FlatBox,1.02,7,0.4,0,93,0,0.000373
8,FlatBox,1.02,7,0.4,0,99.2,0,0.000338
9,FlatBox,1.02,7,0.4,0,108.2,0,0.000294
10,FlatBox,1.02,7,0.4,0,115.1,0,0.000313
11,FlatBox,1.02,7,0.4,0,115.4,0,0.000333
12,FlatBox,1.02,7,0.4,0,119.5,0,0.00038
13,FlatBox,1.02,7,0.4,0,140,0,0.000377
14,FlatBox,1.02,7,0.4,0,140.3,0,0.000375
6,BigFlatBox,1.02,7,0.4,0,266,0,0.000357
7,BigFlatBox,1.02,7,0.4,0,287.9,0,0.000343
8,BigFlatBox,1.02,7,0.4,0,310.4,0,0.000347
9,BigFlatBox,1.02,7,0.4,0,346,0,0.000373
10,BigFlatBox,1.02,7,0.4,0,406.4,0,0.000354
11,BigFlatBox,1.02,7,0.4,0,429.3,0,0.000357
12,BigFlatBox,1.02,7,0.4,0,456.4,0,0.000352
13,BigFlatBox,1.02,7,0.4,0,392.1,0,0.00036
14,BigFlatBox,1.02,7,0.4,0,296.9,0,0.000392
6,Cube,1,8,0.4,0,40,0,0.00042
7,Cube,1,8,0.4,0,40.8,0,0.000417
8,Cube,1,8,0.4,0,41.8,0,0.000421
9,Cube,1,8,0.4,0,48,0,0.000406
10,Cube,1,8,0.4,0,52.4,0,0.000401
11,Cube,1,8,0.4,0,55.6,0,0.000394
12,Cube,1,8,0.4,0,56.6,0,0.000405
13,Cube,1,8,0.4,0,55,0,0.000474
14,Cube,1,8,0.4,0,57,0,0.000424
6,FlatBox,1,8,0.4,0,58.6,0,0.000396
7,FlatBox,1,8,0.4,0,70.8,0,0.000406
8,FlatBox,1,8,0.4,0,61.4,0,0.000406
9,FlatBox,1,8,0.4,0,79.6,0,0.000386
10,FlatBox,1,8,0.4,0,89.6,0,0.000384
11,FlatBox,1,8,0.4,0,100.2,0,0.000381
12,FlatBox,1,8,0.4,0,113.6,0,0.000395
13,FlatBox,1,8,0.4,0,124.4,0,0.000402
14,FlatBox,1,8,0.4,0,113.8,0,0.00038
6,BigFlatBox,1,8,0.4,0,193.4,0,0.000367
7,BigFlatBox,1,8,0.4,0,222.2,0,0.000381
8,BigFlatBox,1,8,0.4,0,238.2,0,0.000356
9,BigFlatBox,1,8,0.4,0,257.4,0,0.000355
10,BigFlatBox,1,8,0.4,0,275.8,0,0.000353
11,BigFlatBox,1,8,0.4,0,296.2,0,0.000349
12,BigFlatBox,1,8,0.4,0,346.8,0,0.000353
13,BigFlatBox,1,8,0.4,0,350.4,0,0.000372
14,BigFlatBox,1,8,0.4,0,308.9,0,0.000359
6,Cube,1.01,8,0.4,0,42.8,0,0.000408
7,Cube,1.01,8,0.4,0,41.4,0,0.00042
8,Cube,1.01,8,0.4,0,45.4,0,0.000407
9,Cube,1.01,8,0.4,0,41.6,0,0.000417
10,Cube,1.01,8,0.4,0,45.8,0,0.000412
11,Cube,1.01,8,0.4,0,54.6,0,0.000403
12,Cube,1.01,8,0.4,0,59.2,0,0.000405
13,Cube,1.01,8,0.4,0,61.8,0,0.000449
14,Cube,1.01,8,0.4,0,57.4,0,0.000401
6,FlatBox,1.01,8,0.4,0,63.2,0,0.000389
7,FlatBox,1.01,8,0.4,0,78.2,0,0.000433
8,FlatBox,1.01,8,0.4,0,78,0,0.000374
9,FlatBox,1.01,8,0.4,0,79.2,0,0.000417
10,FlatBox,1.01,8,0.4,0,80,0,0.000429
11,FlatBox,1.01,8,0.4,0,96.6,0,0.00039
12,FlatBox,1.01,8,0.4,0,98.2,0,0.00037
13,FlatBox,1.01,8,0.4,0,110.2,0,0.000383
14,FlatBox,1.01,8,0.4,0,104.6,0,0.00038
6,BigFlatBox,1.01,8,0.4,0,246,0,0.00035
7,BigFlatBox,1.01,8,0.4,0,261.5,0,0.000354
8,BigFlatBox,1.01,8,0.4,0,266.4,0,0.00035
9,BigFlatBox,1.01,8,0.4,0,313.3,0,0.000363
10,BigFlatBox,1.01,8,0.4,0,212,0,0.000362
11,BigFlatBox,1.01,8,0.4,0,255.5,0,0.000352
12,BigFlatBox,1.01,8,0.4,0,347.2,0,0.000359
13,BigFlatBox,1.01,8,0.4,0,305.9,0,0.000374
14,BigFlatBox,1.01,8,0.4,0,424.2,0,0.000354
6,Cube,1.02,8,0.4,0,45.9,0,0.000489
7,Cube,1.02,8,0.4,0,45,0,0.000428
8,Cube,1.02,8,0.4,0,47.6,0,0.000412
9,Cube,1.02,8,0.4,0,44.6,0,0.000415
10,Cube,1.02,8,0.4,0,46.8,0,0.000411
11,Cube,1.02,8,0.4,0,45.4,0,0.000415
12,Cube,1.02,8,0.4,0,44.4,0,0.000418
13,Cube,1.02,8,0.4,0,46.2,0,0.000449
14,Cube,1.02,8,0.4,0,50.8,0,0.00047
6,FlatBox,1.02,8,0.4,0,68.6,0,0.000419
7,FlatBox,1.02,8,0.4,0,70.6,0,0.000459
8,FlatBox,1.02,8,0.4,0,81.6,0,0.000408
9,FlatBox,1.02,8,0.4,0,117.2,0,0.000378
10,FlatBox,1.02,8,0.4,0,98.6,0,0.000368
11,FlatBox,1.02,8,0.4,0,83.4,0,0.00039
12,FlatBox,1.02,8,0.4,0,100.8,0,0.000384
13,FlatBox,1.02,8,0.4,0,91.6,0,0.00039
14,FlatBox,1.02,8,0.4,0,101.4,0,0.000379
6,BigFlatBox,1.02,8,0.4,0,310.9,0,0.000356
7,BigFlatBox,1.02,8,0.4,0,279.8,0,0.000366
8,BigFlatBox,1.02,8,0.4,0,313,0,0.00035
9,BigFlatBox,1.02,8,0.4,0,272.8,0,0.000358
10,BigFlatBox,1.02,8,0.4,0,284.9,0,0.000369
11,BigFlatBox,1.02,8,0.4,0,392.4,0,0.000364
12,BigFlatBox,1.02,8,0.4,0,280.9,0,0.000378
13,BigFlatBox,1.02,8,0.4,0,346.4,0,0.00036
14,BigFlatBox,1.02,8,0.4,0,357.3,0,0.000374
6,Cube,1,9,0.4,0,38.2,0,0.000477
7,Cube,1,9,0.4,0,40.7,0,0.000505
8,Cube,1,9,0.4,0,40.6,0,0.000434
9,Cube,1,9,0.4,0,48,0,0.000341
10,Cube,1,9,0.4,0,50.6,0,0.000414
11,Cube,1,9,0.4,0,51.2,0,0.000453
12,Cube,1,9,0.4,0,55.2,0,0.00043
13,Cube,1,9,0.4,0,57.7,0,0.000399
14,Cube,1,9,0.4,0,61.2,0,0.000436
6,FlatBox,1,9,0.4,0,57.6,0,0.000433
7,FlatBox,1,9,0.4,0,60.6,0,0.000502
8,FlatBox,1,9,0.4,0,62.5,0,0.00046
9,FlatBox,1,9,0.4,0,73.8,0,0.000421
10,FlatBox,1,9,0.4,0,75.6,0,0.000415
11,FlatBox,1,9,0.4,0,94,0,0.000432
12,FlatBox,1,9,0.4,0,89.1,0,0.000393
13,FlatBox,1,9,0.4,0,100.6,0,0.000385
14,FlatBox,1,9,0.4,0,98.2,0,0.000384
6,BigFlatBox,1,9,0.4,0,214.4,0,0.00036
7,BigFlatBox,1,9,0.4,0,237.9,0,0.00035
8,BigFlatBox,1,9,0.4,0,229.4,0,0.000327
9,BigFlatBox,1,9,0.4,0,242.5,0,0.000357
10,BigFlatBox,1,9,0.4,0,259,0,0.0004
11,BigFlatBox,1,9,0.4,0,265.9,0,0.000377
12,BigFlatBox,1,9,0.4,0,256.2,0,0.0004
13,BigFlatBox,1,9,0.4,0,322.7,0,0.000391
14,BigFlatBox,1,9,0.4,0,319.4,0,0.000336
6,Cube,1.01,9,0.4,0,41.3,0,0.000493
7,Cube,1.01,9,0.4,0,42.6,0,0.000532
8,Cube,1.01,9,0.4,0,38.7,0,0.000468
9,Cube,1.01,9,0.4,0,42.4,0,0.000406
10,Cube,1.01,9,0.4,0,48.8,0,0.000439
11,Cube,1.01,9,0.4,0,51,0,0.000478
12,Cube,1.01,9,0.4,0,51.7,0,0.000418
13,Cube,1.01,9,0.4,0,55.8,0,0.000423
14,Cube,1.01,9,0.4,0,59.2,0,0.000431
6,FlatBox,1.01,9,0.4,0,51.4,0,0.000414
7,FlatBox,1.01,9,0.4,0,64.7,0,0.000456
8,FlatBox,1.01,9,0.4,0,68.8,0,0.000454
9,FlatBox,1.01,9,0.4,0,73.7,0,0.000415
10,FlatBox,1.01,9,0.4,0,81,0,0.000388
11,FlatBox,1.01,9,0.4,0,84.2,0,0.000363
12,FlatBox,1.01,9,0.4,0,104.2,0,0.000392
13,FlatBox,1.01,9,0.4,0,98.4,0,0.000433
14,FlatBox,1.01,9,0.4,0,109.4,0,0.000421
6,BigFlatBox,1.01,9,0.4,0,185.6,0,0.000381
7,BigFlatBox,1.01,9,0.4,0,215.6,0,0.000377
8,BigFlatBox,1.01,9,0.4,0,229,0,0.000371
9,BigFlatBox,1.01,9,0.4,0,251.8,0,0.000369
10,BigFlatBox,1.01,9,0.4,0,228.2,0,0.000388
11,BigFlatBox,1.01,9,0.4,0,321.2,0,0.000383
12,BigFlatBox,1.01,9,0.4,0,287.9,0,0.000383
13,BigFlatBox,1.01,9,0.4,0,300.9,0,0.000365
14,BigFlatBox,1.01,9,0.4,0,293.3,0,0.000348
6,Cube,1.02,9,0.4,0,33.2,0,0.000508
7,Cube,1.02,9,0.4,0,38.9,0,0.000415
8,Cube,1.02,9,0.4,0,40,0,0.000419
9,Cube,1.02,9,0.4,0,41.7,0,0.000422
10,Cube,1.02,9,0.4,0,43.4,0,0.000425
11,Cube,1.02,9,0.4,0,48.1,0,0.000429
12,Cube,1.02,9,0.4,0,45.8,0,0.000469
13,Cube,1.02,9,0.4,0,52,0,0.000471
14,Cube,1.02,9,0.4,0,53.6,0,0.000448
6,FlatBox,1.02,9,0.4,0,55.4,0,0.000409
7,FlatBox,1.02,9,0.4,0,54.4,0,0.000453
8,FlatBox,1.02,9,0.4,0,67.4,0,0.000406
9,FlatBox,1.02,9,0.4,0,62.2,0,0.000411
10,FlatBox,1.02,9,0.4,0,80.8,0,0.000396
11,FlatBox,1.02,9,0.4,0,79.2,0,0.000397
12,FlatBox,1.02,9,0.4,0,98.6,0,0.000377
13,FlatBox,1.02,9,0.4,0,91.8,0,0.000417
14,FlatBox,1.02,9,0.4,0,90.1,0,0.000395
6,BigFlatBox,1.02,9,0.4,0,239.4,0,0.000369
7,BigFlatBox,1.02,9,0.4,0,239.7,0,0.000397
8,BigFlatBox,1.02,9,0.4,0,242.8,0,0.000387
9,BigFlatBox,1.02,9,0.4,0,278.6,0,0.000361
10,BigFlatBox,1.02,9,0.4,0,240.4,0,0.000404
11,BigFlatBox,1.02,9,0.4,0,264.7,0,0.000378
12,BigFlatBox,1.02,9,0.4,0,227.6,0,0.000369
13,BigFlatBox,1.02,9,0.4,0,298.8,0,0.000371
14,BigFlatBox,1.02,9,0.4,0,244.2,0,0.000365
6,Cube,1,10,0.4,0,36.3,0,0.000432
7,Cube,1,10,0.4,0,38.4,0,0.000424
8,Cube,1,10,0.4,0,41.2,0,0.000534
9,Cube,1,10,0.4,0,40.4,0,0.000412
10,Cube,1,10,0.4,0,45.7,0,0.00037
11,Cube,1,10,0.4,0,39.6,0,0.000445
12,Cube,1,10,0.4,0,46.9,0,0.000428
13,Cube,1,10,0.4,0,46.6,0,0.000486
14,Cube,1,10,0.4,0,52.9,0,0.0005
6,FlatBox,1,10,0.4,0,53,0,0.000464
7,FlatBox,1,10,0.4,0,54.7,0,0.000417
8,FlatBox,1,10,0.4,0,53,0,0.000434
9,FlatBox,1,10,0.4,0,68.3,0,0.000477
10,FlatBox,1,10,0.4,0,59.6,0,0.000414
11,FlatBox,1,10,0.4,0,72.7,0,0.000413
12,FlatBox,1,10,0.4,0,81.2,0,0.0004
13,FlatBox,1,10,0.4,0,103.6,0,0.000427
14,FlatBox,1,10,0.4,0,81.4,0,0.000396
6,BigFlatBox,1,10,0.4,0,216.4,0,0.000346
7,BigFlatBox,1,10,0.4,0,180,0,0.000404
8,BigFlatBox,1,10,0.4,0,230.8,0,0.000368
9,BigFlatBox,1,10,0.4,0,216,0,0.000343
10,BigFlatBox,1,10,0.4,0,228.2,0,0.000366
11,BigFlatBox,1,10,0.4,0,242.4,0,0.00037
12,BigFlatBox,1,10,0.4,0,240.1,0,0.000384
13,BigFlatBox,1,10,0.4,0,233.2,0,0.000391
14,BigFlatBox,1,10,0.4,0,273.8,0,0.000382
6,Cube,1.01,10,0.4,0,33.4,0,0.000429
7,Cube,1.01,10,0.4,0,36.5,0,0.000403
8,Cube,1.01,10,0.4,0,40.2,0,0.000409
9,Cube,1.01,10,0.4,0,41,0,0.000433
10,Cube,1.01,10,0.4,0,37.6,0,0.000409
11,Cube,1.01,10,0.4,0,38,0,0.00036
12,Cube,1.01,10,0.4,0,39.4,0,0.000402
13,Cube,1.01,10,0.4,0,40.6,0,0.000456
14,Cube,1.01,10,0.4,0,47.6,0,0.000427
6,FlatBox,1.01,10,0.4,0,50.4,0,0.00042
7,FlatBox,1.01,10,0.4,0,69.4,0,0.000402
8,FlatBox,1.01,10,0.4,0,64.8,0,0.000419
9,FlatBox,1.01,10,0.4,0,62.6,0,0.000412
10,FlatBox,1.01,10,0.4,0,56.6,0,0.000427
11,FlatBox,1.01,10,0.4,0,86.4,0,0.000339
12,FlatBox,1.01,10,0.4,0,85,0,0.00033
13,FlatBox,1.01,10,0.4,0,72.2,0,0.000317
14,FlatBox,1.01,10,0.4,0,94.2,0,0.000327
6,BigFlatBox,1.01,10,0.4,0,172,0,0.000307
7,BigFlatBox,1.01,10,0.4,0,195.8,0,0.000323
8,BigFlatBox,1.01,10,0.4,0,262.8,0,0.000333
9,BigFlatBox,1.01,10,0.4,0,208,0,0.000314
10,BigFlatBox,1.01,10,0.4,0,232.2,0,0.000316
11,BigFlatBox,1.01,10,0.4,0,241.3,0,0.000313
12,BigFlatBox,1.01,10,0.4,0,254.8,0,0.000316
13,BigFlatBox,1.01,10,0.4,0,243.8,0,0.000336
14,BigFlatBox,1.01,10,0.4,0,384.2,0,0.000316
6,Cube,1.02,10,0.4,0,36.7,0,0.000488
7,Cube,1.02,10,0.4,0,36.8,0,0.00046
8,Cube,1.02,10,0.4,0,34.4,0,0.00046
9,Cube,1.02,10,0.4,0,39,0,0.000515
10,Cube,1.02,10,0.4,0,40,0,0.000512
11,Cube,1.02,10,0.4,0,38.6,0,0.000501
12,Cube,1.02,10,0.4,0,44.5,0,0.000432
13,Cube,1.02,10,0.4,0,49.6,0,0.00042
14,Cube,1.02,10,0.4,0,45.2,0,0.000486
6,FlatBox,1.02,10,0.4,0,44.2,0,0.000461
7,FlatBox,1.02,10,0.4,0,56.6,0,0.000418
8,FlatBox,1.02,10,0.4,0,64.2,0,0.000406
9,FlatBox,1.02,10,0.4,0,72,0,0.000326
10,FlatBox,1.02,10,0.4,0,77.4,0,0.000402
11,FlatBox,1.02,10,0.4,0,70.2,0,0.00041
12,FlatBox,1.02,10,0.4,0,79.4,0,0.000436
13,FlatBox,1.02,10,0.4,0,90.5,0,0.000398
14,FlatBox,1.02,10,0.4,0,75,0,0.000405
6,BigFlatBox,1.02,10,0.4,0,181.9,0,0.00035
7,BigFlatBox,1.02,10,0.4,0,216.2,0,0.000373
8,BigFlatBox,1.02,10,0.4,0,205.1,0,0.000373
9,BigFlatBox,1.02,10,0.4,0,223,0,0.000378
10,BigFlatBox,1.02,10,0.4,0,221.2,0,0.000358
11,BigFlatBox,1.02,10,0.4,0,260,0,0.000391
12,BigFlatBox,1.02,10,0.4,0,305.8,0,0.00037
13,BigFlatBox,1.02,10,0.4,0,292.8,0,0.000388
14,BigFlatBox,1.02,10,0.4,0,299.8,0,0.000376
6,Cube,1,6,0.6,0,57.8,0,0.000415
7,Cube,1,6,0.6,0,63.4,0,0.000425
8,Cube,1,6,0.6,0,61.8,0,0.000407
9,Cube,1,6,0.6,0,93.2,0,0.000413
10,Cube,1,6,0.6,0,84.4,0,0.00047
11,Cube,1,6,0.6,0,84.7,0,0.000408
12,Cube,1,6,0.6,0,82,0,0.000406
13,Cube,1,6,0.6,0,91.4,0,0.000395
14,Cube,1,6,0.6,0,90.8,0,0.000432
6,FlatBox,1,6,0.6,0,100.8,0,0.000406
7,FlatBox,1,6,0.6,0,124,0,0.000413
8,FlatBox,1,6,0.6,0,111,0,0.000388
9,FlatBox,1,6,0.6,0,127.8,0,0.000417
10,FlatBox,1,6,0.6,0,133.1,0,0.000391
11,FlatBox,1,6,0.6,0,166.8,0,0.000382
12,FlatBox,1,6,0.6,0,152.8,0,0.000346
13,FlatBox,1,6,0.6,0,155.6,0,0.000306
14,FlatBox,1,6,0.6,0,156.5,0,0.000402
6,BigFlatBox,1,6,0.6,0,297.6,0,0.000377
7,BigFlatBox,1,6,0.6,0,372.2,0,0.000379
8,BigFlatBox,1,6,0.6,0,366,0,0.000367
9,BigFlatBox,1,6,0.6,0,365.5,0,0.00037
10,BigFlatBox,1,6,0.6,0,403,0,0.000331
11,BigFlatBox,1,6,0.6,0,370,0,0.000385
12,BigFlatBox,1,6,0.6,0,457.4,0,0.000379
13,BigFlatBox,1,6,0.6,0,379.2,0,0.000366
14,BigFlatBox,1,6,0.6,0,408,0,0.000368
6,Cube,1.01,6,0.6,0,48.4,0,0.000441
7,Cube,1.01,6,0.6,0,55.6,0,0.000425
8,Cube,1.01,6,0.6,0,62.4,0,0.000417
9,Cube,1.01,6,0.6,0,68.2,0,0.00041
10,Cube,1.01,6,0.6,0,66.2,0,0.00042
11,Cube,1.01,6,0.6,0,71.2,0,0.000421
12,Cube,1.01,6,0.6,0,89.4,0,0.000447
13,Cube,1.01,6,0.6,0,78,0,0.000412
14,Cube,1.01,6,0.6,0,82.4,0,0.000413
6,FlatBox,1.01,6,0.6,0,111.8,0,0.000403
7,FlatBox,1.01,6,0.6,0,116.2,0,0.000433
8,FlatBox,1.01,6,0.6,0,136.4,0,0.000395
9,FlatBox,1.01,6,0.6,0,121.6,0,0.000352
10,FlatBox,1.01,6,0.6,0,120,0,0.000393
11,FlatBox,1.01,6,0.6,0,134,0,0.000398
12,FlatBox,1.01,6,0.6,0,154.4,0,0.000416
13,FlatBox,1.01,6,0.6,0,167.2,0,0.00039
14,FlatBox,1.01,6,0.6,0,153.2,0,0.000387
6,BigFlatBox,1.01,6,0.6,0,295.4,0,0.000394
7,BigFlatBox,1.01,6,0.6,0,381.2,0,0.000359
8,BigFlatBox,1.01,6,0.6,0,417.5,0,0.000363
9,BigFlatBox,1.01,6,0.6,0,358.6,0,0.000389
10,BigFlatBox,1.01,6,0.6,0,480.5,0,0.000365
11,BigFlatBox,1.01,6,0.6,0,535.2,0,0.000369
12,BigFlatBox,1.01,6,0.6,0,461.2,0,0.000361
13,BigFlatBox,1.01,6,0.6,0,347.6,0,0.000352
14,BigFlatBox,1.01,6,0.6,0,556.7,0,0.000384
6,Cube,1.02,6,0.6,0,54.2,0,0.000422
7,Cube,1.02,6,0.6,0,48,0,0.000481
8,Cube,1.02,6,0.6,0,51.8,0,0.000416
9,Cube,1.02,6,0.6,0,58.4,0,0.000419
10,Cube,1.02,6,0.6,0,75.2,0,0.000407
11,Cube,1.02,6,0.6,0,81.6,0,0.000401
12,Cube,1.02,6,0.6,0,77.2,0,0.00041
13,Cube,1.02,6,0.6,0,88.3,0,0.0004
14,Cube,1.02,6,0.6,0,81.4,0,0.000407
6,FlatBox,1.02,6,0.6,0,99.8,0,0.000342
7,FlatBox,1.02,6,0.6,0,114.8,0,0.000338
8,FlatBox,1.02,6,0.6,0,130.5,0,0.000394
9,FlatBox,1.02,6,0.6,0,125.6,0,0.00039
10,FlatBox,1.02,6,0.6,0,153.1,0,0.000361
11,FlatBox,1.02,6,0.6,0,143.8,0,0.000317
12,FlatBox,1.02,6,0.6,0,165.1,0,0.000311
13,FlatBox,1.02,6,0.6,0,173.4,0,0.000332
14,FlatBox,1.02,6,0.6,0,192.5,0,0.000319
6,BigFlatBox,1.02,6,0.6,0,392,0,0.000325
7,BigFlatBox,1.02,6,0.6,0,354.8,0,0.000401
8,BigFlatBox,1.02,6,0.6,0,403.2,0,0.000382
9,BigFlatBox,1.02,6,0.6,0,440.5,0,0.000362
10,BigFlatBox,1.02,6,0.6,0,530,0,0.000337
11,BigFlatBox,1.02,6,0.6,0,542.6,0,0.000324
12,BigFlatBox,1.02,6,0.6,0,582,0,0.000349
13,BigFlatBox,1.02,6,0.6,0,335.4,0,0.000366
14,BigFlatBox,1.02,6,0.6,0,393,0,0.000322
6,Cube,1,7,0.6,0,41.6,0,0.000511
7,Cube,1,7,0.6,0,47.4,0,0.000478
8,Cube,1,7,0.6,0,54.6,0,0.000399
9,Cube,1,7,0.6,0,57.8,0,0.000494
10,Cube,1,7,0.6,0,59.2,0,0.000425
11,Cube,1,7,0.6,0,58,0,0.000429
12,Cube,1,7,0.6,0,58.6,0,0.00041
13,Cube,1,7,0.6,0,66.4,0,0.0004
14,Cube,1,7,0.6,0,71.6,0,0.000403
6,FlatBox,1,7,0.6,0,88.2,0,0.000406
7,FlatBox,1,7,0.6,0,91.5,0,0.000395
8,FlatBox,1,7,0.6,0,81.2,0,0.000405
9,FlatBox,1,7,0.6,0,97.8,0,0.000405
10,FlatBox,1,7,0.6,0,110,0,0.000461
11,FlatBox,1,7,0.6,0,114,0,0.000344
12,FlatBox,1,7,0.6,0,121,0,0.000312
13,FlatBox,1,7,0.6,0,134,0,0.000396
14,FlatBox,1,7,0.6,0,124.8,0,0.000445
6,BigFlatBox,1,7,0.6,0,259,0,0.000381
7,BigFlatBox,1,7,0.6,0,229.6,0,0.000393
8,BigFlatBox,1,7,0.6,0,295.2,0,0.000375
9,BigFlatBox,1,7,0.6,0,325.8,0,0.000367
10,BigFlatBox,1,7,0.6,0,324.6,0,0.000386
11,BigFlatBox,1,7,0.6,0,330.6,0,0.000356
12,BigFlatBox,1,7,0.6,0,384,0,0.000389
13,BigFlatBox,1,7,0.6,0,364.6,0,0.000363
14,BigFlatBox,1,7,0.6,0,399.6,0,0.000358
6,Cube,1.01,7,0.6,0,42.8,0,0.000438
7,Cube,1.01,7,0.6,0,45.8,0,0.000443
8,Cube,1.01,7,0.6,0,63,0,0.000425
